address,lat,longi,Route_Name,Locality_Name,postal_town,Admin_level3,Admin_level2,Admin_level1,country
SL3 8SA Ryvers Road,51.5017195,-0.5512374999999999,Ryvers Road,,Slough,,Slough,England,United Kingdom
SL3 8SB Ryvers Road,51.502061499999996,-0.5500516,Ryvers Road,,Slough,,Slough,England,United Kingdom
SL3 8SD Hampden Road,51.50262439999999,-0.5492309000000001,Hampden Road,,Slough,,Slough,England,United Kingdom
SL3 8SE Hampden Road,51.5028029,-0.5506880000000001,Hampden Road,,Slough,,Slough,England,United Kingdom
SL3 8SF Hampden Road,51.50262439999999,-0.5492309000000001,Hampden Road,,Slough,,Slough,England,United Kingdom
SL3 8SG Harrow Road,51.50360509999999,-0.5510993000000001,Harrow Road,,Slough,,Slough,England,United Kingdom
SL3 8SH Harrow Road,51.5029151,-0.5516399000000001,Harrow Road,,Slough,,Slough,England,United Kingdom
SL3 8SJ Harrow Road,51.50360509999999,-0.5510993000000001,Harrow Road,,Slough,,Slough,England,United Kingdom
SL3 8SQ Harrow Road,51.5029151,-0.5516399000000001,Harrow Road,,Slough,,Slough,England,United Kingdom
SL3 8SR Humber Way,51.4983085,-0.5397154000000001,Humber Way,,Slough,,Slough,England,United Kingdom
SL3 8SS Humber Way,51.4972583,-0.5412741999999999,Humber Way,,Slough,,Slough,England,United Kingdom
SL3 8ST Humber Way,51.4989498,-0.5408010999999999,Humber Way,,Slough,,Slough,England,United Kingdom
SL3 8SU Humber Way,51.4976706,-0.5413047,Humber Way,,Slough,,Slough,England,United Kingdom
SL3 8SX Common Road,51.4955301,-0.5405116999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8SY Tamar Way,51.4966213,-0.5387124,Tamar Way,,Slough,,Slough,England,United Kingdom
SL3 8SZ Tamar Way,51.497625,-0.5374051999999999,Tamar Way,,Slough,,Slough,England,United Kingdom
SL3 8TA Tamar Way,51.498239899999994,-0.5374057,Tamar Way,,Slough,,Slough,England,United Kingdom
SL3 8TB Common Road,51.4948413,-0.5380704000000001,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TN Common Road,51.4945473,-0.5379562999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TP Ryvers Road,51.5021019,-0.5500885999999999,Ryvers End,,Slough,,Slough,England,United Kingdom
SL3 8TR Common Road,51.4945473,-0.5379562999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TS Common Road,51.4945473,-0.5379562999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TT Common Road,51.4956399,-0.5409307999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TU Common Road,51.4956399,-0.5409307999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TX Common Road,51.4955301,-0.5405116999999999,Common Road,,Slough,,Slough,England,United Kingdom
SL3 8TY Eden Close,51.4947396,-0.5387945000000001,Eden Close,,Slough,,Slough,England,United Kingdom
SL3 8TZ Eden Close,51.4947396,-0.5387945000000001,Eden Close,,Slough,,Slough,England,United Kingdom
SL3 8UA Cheviot Road,51.4942888,-0.5429423999999999,Cheviot Road,,Slough,,Slough,England,United Kingdom
SL3 8UB Mendip Close,51.4958446,-0.5422791,Mendip Close,,Slough,,Slough,England,United Kingdom
SL3 8UD Quantock Close,51.4947223,-0.5434755,Quantock Close,,Slough,,Slough,England,United Kingdom
SL3 8UE Cheviot Road,51.4937458,-0.5435213000000001,Cheviot Road,,Slough,,Slough,England,United Kingdom
SL3 8UF Grampian Way,51.4931469,-0.5428934,Grampian Way,,Slough,,Slough,England,United Kingdom
SL3 8UG Grampian Way,51.493109600000004,-0.5429210999999999,Grampian Way,,Slough,,Slough,England,United Kingdom
SL3 8UH Grampian Way,51.4938821,-0.5413560000000001,Peterhead Mews,,Slough,,Slough,England,United Kingdom
SL3 8UJ Grampian Way,51.4939949,-0.5421273999999999,Grampian Way,,Slough,,Slough,England,United Kingdom
SL3 8UL Eden Close,51.4947396,-0.5387945000000001,Eden Close,,Slough,,Slough,England,United Kingdom
SL3 8UP Welland Close,51.4916164,-0.5385508999999999,Welland Close,,Slough,,Slough,England,United Kingdom
SL3 8UQ Grampian Way,51.493602900000006,-0.5410872999999999,Grampian Way,,Slough,,Slough,England,United Kingdom
SL3 8UR Torridge Road,51.49166659999999,-0.5367985,Torridge Road,,Slough,,Slough,England,United Kingdom
SL3 8UT Torridge Road,51.49166659999999,-0.5367985,Torridge Road,,Slough,,Slough,England,United Kingdom
SL3 8UU Severn Crescent,51.4923781,-0.5353217,Severn Crescent,,Slough,,Slough,England,United Kingdom
SL3 8UX Severn Crescent,51.4917899,-0.5344145,Severn Crescent,,Slough,,Slough,England,United Kingdom
SL3 8UY Dart Close,51.491726299999996,-0.5350079999999999,Dart Close,,Slough,,Slough,England,United Kingdom
SL3 8UZ Welland Close,51.4915794,-0.5387640000000001,Welland Close,,Slough,,Slough,England,United Kingdom
SL3 8WE Grasholm Way,51.497885700000005,-0.5302316999999999,Grasholm Way,,Slough,,Slough,England,United Kingdom
SL3 8WF Grasholm Way,51.49870809999999,-0.5310026,Grasholm Way,,Slough,,Slough,England,United Kingdom
SL3 8WG Blunden Drive,51.49899370000001,-0.5320798999999999,Blunden Drive,,Slough,,Slough,England,United Kingdom
SL3 8WN Deverills Way,51.4992636,-0.5299103000000001,Deverills Way,,Slough,,Slough,England,United Kingdom
SL3 8WQ Blunden Drive,51.4996054,-0.5313188999999999,Blunden Drive,,Slough,,Slough,England,United Kingdom
SL3 8WS Laburnum Grove,51.4889972,-0.5377772,Laburnum Grove,,Slough,,Slough,England,United Kingdom
SL3 8WW Formby Close,51.49951779999999,-0.5293351,Formby Close,,Slough,,Slough,England,United Kingdom
SL3 8WY Stornaway Road,51.4986575,-0.5286671,Stornaway Road,,Slough,,Slough,England,United Kingdom
SL3 8WZ Kempe Close,51.4986855,-0.5292718000000001,Kempe Close,,Slough,,Slough,England,United Kingdom
SL3 8XA Tweed Road,51.49067700000001,-0.5383170999999999,Tweed Road,,Slough,,Slough,England,United Kingdom
SL3 8XB Cherwell Close,51.4905722,-0.5380273999999999,Cherwell Close,,Slough,,Slough,England,United Kingdom
SL3 8XE Sutton Place,51.489810999999996,-0.5355436,Disraeli Court,,Slough,,Slough,England,United Kingdom
SL3 8XP Heron Drive,51.498802500000004,-0.5341111999999999,Heron Drive,,Slough,,Slough,England,United Kingdom
SL3 8XX Southwold Spur,51.5064691,-0.5303415000000001,Southwold Spur,Slough,Slough,,Slough,England,United Kingdom
SL3 8XY Maplin Park,51.506071500000004,-0.5339536,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8XZ Maplin Park,51.5066761,-0.5337027999999999,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YA Maplin Park,51.50650539999999,-0.5324734,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YB Maplin Park,51.505643299999996,-0.5322811,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YD Maplin Park,51.5056351,-0.534292,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YE Maplin Park,51.50607979999999,-0.5345975000000001,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YF Maplin Park,51.5070071,-0.5328379999999999,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL3 8YG Maplin Park,51.50675260000001,-0.5323924999999999,Maplin Park,Slough,Slough,,Slough,England,United Kingdom
SL6 0LG Huntercombe Lane North,51.522201,-0.6596164000000001,Huntercombe Lane North,Taplow,Maidenhead,,Slough,England,United Kingdom
SL6 0LH Clare Road,51.52309169999999,-0.6583260999999999,Clare Road,Taplow,Maidenhead,,Slough,England,United Kingdom
SL6 0LN Cardinals Walk,51.5216775,-0.6585987999999999,Cardinals Walk,Taplow,Maidenhead,,Slough,England,United Kingdom
SL6 0LQ Averil Court,51.5234181,-0.6589674999999999,Averil Court,Slough,Maidenhead,,Slough,England,United Kingdom
SL6 0LW Huntercombe Lane North,51.521080100000006,-0.6595880000000001,Huntercombe Lane North,Slough,Maidenhead,,Slough,England,United Kingdom
SL6 0XW Wyeth Close,51.5191822,-0.6568212,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL0 1AD,51.50767459999999,-0.5046636,Wyeth Close,Taplow,Iver,,Buckinghamshire,England,United Kingdom
SL0 1AE,51.50767459999999,-0.5046636,Wyeth Close,Taplow,Iver,,Buckinghamshire,England,United Kingdom
SL0 9YP,51.50767459999999,-0.5046636,Wyeth Close,Taplow,Iver,,Buckinghamshire,England,United Kingdom
SL1 0AG,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0AN,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0AR,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0BD,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0BJ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0BU,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0ED,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0EU,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0FL,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0FN,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0FZ,51.5082709,-0.5846184,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0GG,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0HA,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0HT,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0JA,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0JJ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0JN,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0JZ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0LL,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0LQ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0LZ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0NB,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0ND,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0NH,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PD,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PE,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PF,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PH,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PJ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PQ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PR,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PU,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0PX,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0QA,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0QF,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0QL,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0QP,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0QZ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0RD,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0RJ,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0RP,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0RW,51.5082709,-0.5846184999999999,Wyeth Close,Taplow,Slough,,Slough,England,United Kingdom
SL1 0SA Bath Road,51.5160443,-0.6249064999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0TJ,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0TT,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0UF,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0UX,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0WH,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0WL,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0WN,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0WU,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0WY,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0XA,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0XS,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YB,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YG,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YJ,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YS,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YU,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0YY,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0ZA,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 0ZB,51.5082709,-0.5846184999999999,A4,Taplow,Slough,,Slough,England,United Kingdom
SL1 1AA Wexham Road,51.5082552,-0.5842092,Wexham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1AL,51.5082709,-0.5846184999999999,Wexham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1BH High Street,51.507433899999995,-0.5850638000000001,Wexham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1BZ High Street,51.5074471,-0.5872725000000001,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1DL High Street,51.50824779999999,-0.5905341,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1DP High Street,51.5089849,-0.5933212999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1DT Queensmere,51.509483200000005,-0.5894064999999999,Queensmere Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1EA High Street,51.5100519,-0.5958898,Queensmere Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1ED,51.5082709,-0.5846184999999999,Queensmere Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1EH High Street,51.50931749999999,-0.5943314000000001,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1EX High Street,51.508523,-0.5911268,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1FS,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1FT,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1GA,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1HD,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1JF High Street,51.50902610000001,-0.5934756999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1JH High Street,51.508971200000005,-0.5940244,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1JN High Street,51.5087044,-0.5921898999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1JR High Street,51.508385499999996,-0.591001,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1LD,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1LR,51.5082709,-0.5846184999999999,High Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1NS Sussex Place,51.506685600000004,-0.58209,Sussex Place,Taplow,Slough,,Slough,England,United Kingdom
SL1 1RW Wexham Road,51.510354,-0.5834424,Wexham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 1SZ Church Street,51.50769520000001,-0.5935815,Church Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 1TQ Buckingham Gardens,51.50810019999999,-0.5947043000000001,Buckingham Gardens,Taplow,Slough,,Slough,England,United Kingdom
SL1 1WW,51.5082709,-0.5846184999999999,Buckingham Gardens,Taplow,Slough,,Slough,England,United Kingdom
SL1 1WX,51.5082709,-0.5846184999999999,Buckingham Gardens,Taplow,Slough,,Slough,England,United Kingdom
SL1 2AQ Yew Tree Road,51.5067049,-0.584106,Yew Tree Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2DQ Upton Park,51.50443,-0.5959277,Upton Park,Taplow,Slough,,Slough,England,United Kingdom
SL1 2EB Windsor Road,51.507395,-0.5967707,Windsor Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2HE Windsor Road,51.506703200000004,-0.5972835,Windsor Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2HF Chalvey Park,51.5077899,-0.5984148,Chalvey Park,Taplow,Slough,,Slough,England,United Kingdom
SL1 2HH Windsor Road,51.507395,-0.5967707,Windsor Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2HJ Windsor Road,51.506703200000004,-0.5972835,Windsor Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2HL,51.5082709,-0.5846184999999999,Windsor Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2NG Church Street,51.5084186,-0.6114354000000001,Church Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 2NH Church Street,51.5084186,-0.6114354000000001,Church Street,Taplow,Slough,,Slough,England,United Kingdom
SL1 2PY Ragstone Road,51.50426539999999,-0.6017994000000001,Ragstone Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2UD Primary Road,51.504731400000004,-0.6078682999999999,Ragstone Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 2WJ,51.5082709,-0.5846184999999999,Ragstone Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3AH Gloucester Avenue,51.52467739999999,-0.6125859,Gloucester Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 3AR,51.5082709,-0.5846184999999999,Gloucester Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 3GA Bath Road,51.5137487,-0.6177100999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3SZ Bath Road,51.51226029999999,-0.6114904000000001,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3UQ Bath Road,51.511458399999995,-0.6044514,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3UR Bath Road,51.512627200000004,-0.6136644,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3WE Bath Road,51.5147391,-0.6207517000000001,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3WS,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3XW Bath Road,51.51998630000001,-0.6527284000000001,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3YD Bath Road,51.515193,-0.6228836999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3YT,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3YY,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3ZF,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 3ZJ,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4AU Bath Road,51.5165321,-0.6266314000000001,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4BA Bath Road,51.5158813,-0.6250154,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4BH Ajax Avenue,51.51752159999999,-0.6193955,Ajax Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 4DH Ajax Avenue,51.5179633,-0.6220652999999999,Ajax Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 4EE Bath Road,51.5161601,-0.6257516000000001,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4FJ,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4FN,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4FR,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4FW,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4FX,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4JX,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4LG Dundee Road,51.524627200000005,-0.6324266,Dundee Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4LU Buckingham Avenue,51.52391739999999,-0.6354727,Buckingham Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 4QQ Greenock Road,51.523289399999996,-0.6279519,Greenock Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4RH Bedford Avenue,51.5217429,-0.6307903,Bedford Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 4RP Hamilton Road,51.5218255,-0.6277284000000001,Hamilton Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4SG,51.5082709,-0.5846184999999999,Hamilton Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4SW Edinburgh Avenue,51.524773100000004,-0.6281909999999999,Edinburgh Avenue,Taplow,Slough,,Slough,England,United Kingdom
SL1 4SY Stirling Road,51.5256145,-0.6260749999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4UG,51.5082709,-0.5846184999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4WA,51.5082709,-0.5846184999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4WB,51.5082709,-0.5846184999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4WE,51.5082709,-0.5846184999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4WU,51.5082709,-0.5846184999999999,Stirling Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4XH Farnham Road,51.52296339999999,-0.6152456000000001,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4XQ Farnham Road,51.52235779999999,-0.6152022,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4YJ,51.5082709,-0.5846184999999999,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4YL,51.5082709,-0.5846184999999999,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4YS Farnham Road,51.5181523,-0.6148935000000001,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4YT Farnham Road,51.5181523,-0.6148935000000001,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 4ZL,51.5082709,-0.5846184999999999,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5PZ,51.5082709,-0.5846184999999999,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5QW Bath Road,51.519622,-0.6456765,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5XS,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5XU,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5YD,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 5ZN,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 6BQ Bath Road,51.520180100000005,-0.64905,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 6DD Kelpatrick Road,51.52145119999999,-0.647497,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 6DL,51.5082709,-0.5846184999999999,Bath Road,Taplow,Slough,,Slough,England,United Kingdom
SL1 6LP Burnham Lane,51.52305379999999,-0.6429206999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 6LZ Burnham Lane,51.5249664,-0.6463125,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 6YG,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 6YJ,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 6ZJ,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 7AJ,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 8DB,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 8ES,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 8WD,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 8YA,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 8ZN,51.5082709,-0.5846184999999999,Burnham Lane,Taplow,Slough,,Slough,England,United Kingdom
SL1 9LA Telford Drive,51.5087716,-0.6285221999999999,Telford Drive,Taplow,Slough,,Slough,England,United Kingdom
SL1 9YU,51.5082709,-0.5846184999999999,Telford Drive,Taplow,Slough,,Slough,England,United Kingdom
SL2 1BZ,51.5082709,-0.5846184999999999,Telford Drive,Taplow,Slough,,Slough,England,United Kingdom
SL2 1HB Farnham Road,51.528765500000006,-0.6167847,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL2 1JG Farnham Road,51.526078399999996,-0.6158663000000001,Farnham Road,Taplow,Slough,,Slough,England,United Kingdom
SL2 1NR Villiers Road,51.528565,-0.6059669,Villiers Road,Taplow,Slough,,Slough,England,United Kingdom
SL2 1PH Penn Road,51.5309794,-0.6067268,Penn Road,Taplow,Slough,,Slough,England,United Kingdom
